,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,CV,PC,V,DE,GS,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
336,10,42222,15,287,5,3,-0.5,1.37,-0.23,3.28,True,osvaldo,Osvaldo,Osvaldo,Osvaldo Lourenço Filho,1,3,2,4,2,4,9,0,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
337,0,130255,15,267,4,6,0.0,0.0,0.0,3.0,False,guilherme-estrella,Guilherme Estrella,G. Estrella,Guilherme Estrella de Paiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
338,0,70221,15,287,3,6,0.0,0.0,0.0,4.0,False,bruno-uvini,Bruno Uvini,B. Uvini,Bruno Uvini Bortolança,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
339,12,85856,15,287,4,6,0.0,1.26,0.0,2.69,False,ricardo-ryller,Ricardo Ryller,R. Ryller,Ricardo Ryller Ribeiro Lino Silva,0,3,13,25,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
340,6,108671,15,267,5,6,0.0,0.0,0.0,1.88,False,garre,Garré,Garré,Benjamín Antonio Garré,0,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
341,9,99119,15,287,5,7,2.0,1.86,0.2,4.99,True,lucas-braga,Lucas Braga,L. Braga,Lucas Braga Ribeiro,0,1,4,7,0,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
342,10,101752,15,287,2,6,0.0,2.35,0.0,5.34,False,claudinho,Claudinho,Claudinho,Claudio Coelho Salvático,0,4,10,10,1,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
343,12,99440,15,287,4,7,5.8,2.53,0.61,5.8,True,baralhas,Baralhas,Baralhas,Gabriel Baralhas dos Santos,0,3,20,19,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
344,7,101573,15,287,4,6,-0.2,0.96,-0.24,4.12,True,pepe,Pepê,Pepê,João Pedro Vilardi Pinto,0,2,7,11,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
345,3,90917,15,2305,5,2,4.7,2.23,0.79,4.54,True,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Ferreira de Souza,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
346,14,104118,15,287,1,7,7.6,5.53,-0.75,8.96,True,lucas-arcanjo,Lucas Arcanjo,L. Arcanjo,Lucas Willians Assis Arcanjo,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,55,13,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
347,6,81952,15,287,4,6,0.0,2.28,0.0,4.49,False,willian-oliveira,Willian Oliveira,W. Oliveira,Willian Osmar de Oliveira Silva,0,3,8,9,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
348,13,102253,15,287,3,7,6.4,2.7,0.87,4.47,True,lucas-halter,Lucas Halter,L. Halter,Lucas Halter,0,3,10,8,1,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
349,3,83786,15,287,3,6,0.0,0.0,0.0,3.37,False,neris,Neris,Neris,Hueglo dos Santos Neris,0,1,1,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
350,12,87863,15,262,4,7,0.5,9.71,-0.44,18.19,True,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,4,1,6,6,2,4,16,9,2,0,1,2,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
351,3,70449,15,292,1,6,4.2,1.1,0.89,3.7,True,gabriel,Gabriel,Gabriel,Gabriel Vasconcelos Ferreira,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
352,3,96831,15,287,5,6,0.0,1.93,0.0,4.57,False,carlinhos,Carlinhos,Carlinhos,Carlos Moisés de Lima,0,2,0,8,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
353,12,114802,15,275,5,7,8.0,4.52,0.67,11.22,True,vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,0,2,13,12,6,6,25,2,1,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
354,13,100969,15,287,4,7,1.2,1.83,-0.04,3.29,True,ronald-lopes,Ronald Lopes,R. Lopes,Ronald dos Santos Lopes,0,2,14,18,3,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
355,8,105842,15,287,3,6,5.0,4.57,0.23,5.46,True,edu,Edu,Edu,Lucas Eduardo Ribeiro de Souza,0,0,9,5,1,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
356,11,95357,15,292,4,7,7.1,3.04,0.99,5.49,True,rivera,Rivera,Rivera,Christian Hernando Rivera Cuéllar,0,4,26,27,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
357,7,94509,15,275,4,6,0.5,2.92,-1.54,12.21,True,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,1,0,3,3,2,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
358,0,107859,15,287,1,6,0.0,0.0,0.0,2.0,False,fintelman,Fintelman,Fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
359,8,141996,15,292,3,6,0.0,2.55,0.0,4.66,False,joao-silva,João Silva,J. Silva,João Pedro Eira Antunes da Silva,0,1,6,6,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
360,12,116461,15,287,2,5,0.0,5.15,0.0,7.87,False,jamerson,Jamerson,Jamerson,Jamerson Santos de Jesus,2,0,20,8,5,6,7,0,1,2,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
361,6,68811,15,276,4,5,0.0,1.67,-0.95,11.39,True,oscar,Oscar,Oscar,Oscar dos Santos Emboaba Júnior,0,1,5,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
362,0,124701,15,276,1,6,0.0,0.0,0.0,2.0,False,leandro,Leandro,Leandro,Leandro Mathias Silva Bueno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
363,9,87747,15,2305,4,6,0.0,2.03,0.0,4.39,False,yago-felipe,Yago Felipe,Y. Felipe,Yago Felipe da Costa Rocha,0,1,8,6,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
364,0,124264,15,285,1,6,0.0,0.0,0.0,1.0,False,kauan,Kauan,Kauan,Kauan Jesus Santos Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
0,14,107093,15,265,2,6,1.6,6.09,-1.15,9.09,True,luciano-juba,Luciano Juba,L. Juba,Luciano Batista da Silva Júnior,3,1,14,10,2,7,3,3,1,4,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
1,14,105990,15,265,3,6,1.7,2.64,-0.08,4.52,True,santiago-mingo,Santiago Mingo,S. Mingo,Santiago Martín Ramos Mingo,0,3,12,17,0,4,8,0,2,4,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
2,14,109401,15,265,5,6,4.3,6.93,0.09,9.64,True,erick-pulga,Erick Pulga,E. Pulga,Erick da Costa Farias,3,2,24,10,5,18,30,2,3,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
3,8,98022,15,265,4,5,0.0,3.53,0.0,8.32,False,erick,Erick,Erick,Erick Luis Conrado de Carvalho,0,3,14,12,0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
4,2,98484,15,265,3,5,0.0,2.85,0.0,4.58,False,kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
5,6,106822,15,265,4,6,8.0,4.1,0.87,7.35,True,rodrigo-nestor,Rodrigo Nestor,R. Nestor,Rodrigo Nestor Bertalia,0,0,9,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
6,12,106323,15,265,4,6,2.7,2.53,0.17,5.46,True,caio-alexandre,Caio Alexandre,C. Alexandre,Caio Alexandre Souza e Silva,1,4,17,23,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
7,3,105373,15,265,3,6,0.0,1.53,0.0,5.47,False,gabriel-xavier,Gabriel Xavier,G. Xavier,Gabriel Lheman Xavier - Lhman,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
8,0,103662,15,265,1,6,0.0,0.0,0.0,3.0,False,denis-junior,Dênis Júnior,D. Júnior,Dênis de Oliveira Aguiar Júnior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
9,9,111829,15,265,5,6,1.5,1.51,0.19,2.94,True,kayky,Kayky,Kayky,Kayky da Silva Chagas,0,1,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
10,9,104783,15,265,4,6,1.5,2.09,0.15,4.28,True,acevedo,Acevedo,Acevedo,Nicolás Brian Acevedo Tabárez,0,1,12,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
11,7,107173,15,265,4,6,-0.3,4.0,-1.17,6.26,True,michel-araujo,Michel Araújo,M. Araújo,Michel Daryl Araújo Villar,0,1,4,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
12,12,123360,15,265,4,6,3.1,2.84,-0.22,6.48,True,cauly,Cauly,Cauly,Cauly Oliveira Souza,3,1,3,2,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
13,4,133543,15,264,5,6,1.9,0.7,0.07,1.79,True,gui-negao,Gui Negão,G. Negão,Guilherme William Silva Inácio,0,2,3,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
14,0,122300,15,265,2,6,0.0,0.0,0.0,2.0,False,ryan,Ryan,Ryan,Ryan Carlos Santos de Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
15,9,142004,15,284,5,6,0.0,2.46,0.0,4.41,False,amuzu,Amuzu,Amuzu,Francis Amuzu,0,2,1,4,5,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
16,11,101314,15,265,5,6,5.2,2.71,0.22,5.22,True,ademir,Ademir,Ademir,Ademir da Silva Santos Júnior,0,2,11,10,3,5,22,0,3,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
17,0,123717,15,265,2,6,0.0,0.0,0.0,3.0,False,ze-guilherme,Zé Guilherme,Z. Guilherme,José Guilherme de Lima Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
18,12,98517,15,265,4,6,4.5,3.2,-0.4,5.9,True,jean-lucas,Jean Lucas,J. Lucas,Jean Lucas de Souza Oliveira,0,1,21,10,1,6,12,0,1,0,1,0,1,1,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
19,8,121792,15,284,5,6,4.3,2.63,-0.48,3.88,True,andre,André,André,André Henrique da Silva Martins,0,0,0,2,3,7,3,1,1,0,1,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
20,6,130884,15,284,2,6,0.0,6.23,0.0,6.12,False,igor-serrote,Igor Serrote,I. Serrote,Igor Eduardo Schlemper,0,2,21,4,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
21,0,142257,15,284,3,6,0.0,0.0,0.0,2.0,False,luis-eduardo,Luis Eduardo,L. Eduardo,Luis Eduardo Guedes de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
22,10,92085,15,286,5,6,0.0,1.72,0.0,3.2,False,giovanny,Giovanny,Giovanny,Giovanny Bariani Marques,1,0,3,4,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
23,6,93879,15,286,1,6,0.0,5.93,0.0,7.5,False,marcao,Marcão,Marcão,Marcos Venicius Santos Miranda - Vinícius,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,10,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
24,4,105337,15,354,4,6,2.3,0.7,0.22,3.02,True,lucas-lima,Lucas Lima,L. Lima,Lucas Eduardo Lima da Silva,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
25,2,107795,15,263,5,6,0.0,0.6,0.0,5.13,False,elias-manoel,Elias Manoel,E. Manoel,Elias Manoel Alves de Paula,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
26,8,105214,15,263,4,6,4.5,1.92,0.56,5.25,True,santiago-rodriguez,Santiago Rodríguez,S. Rodríguez,Santiago Mariano Rodríguez Molina,0,1,4,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
27,5,72605,15,282,3,6,0.0,5.92,0.0,8.15,False,vitor-hugo,Vitor Hugo,V. Hugo,Vitor Hugo Franchescoli de Souza,0,0,5,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
28,12,111760,15,280,4,7,2.5,1.5,-0.25,2.95,True,fabinho,Fabinho,Fabinho,Fábio Silva de Freitas,1,1,6,8,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
29,0,104933,15,284,1,6,0.0,0.0,0.0,2.0,False,jorge-meurer,Jorge Meurer,J. Meurer,Jorge Meurer Bartholdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
30,1,130265,15,263,4,6,0.0,0.7,0.0,1.16,False,kauan-lindes,Kauan Lindes,K. Lindes,Kauan Gabriel Cordeiro Lindes,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
31,0,126120,15,280,4,6,0.0,0.0,0.0,2.0,False,marcelinho,Marcelinho,Marcelinho,Marcelo Braz da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
32,0,122458,15,280,2,6,0.0,0.0,0.0,1.0,False,vinicius-lago,Vinícius Lago,V. Lago,Vinicius dos Santos Lago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
33,4,141806,15,354,5,6,0.0,2.7,0.0,3.7,False,guilherme,Guilherme,Guilherme,Guilherme Luiz Oliveira da Silva,0,0,5,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
34,0,141771,15,280,5,6,0.0,0.0,0.0,1.0,False,athyrson,Athyrson,Athyrson,Athyrson Ferreira Prates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,True
35,2,101651,15,286,4,6,0.0,2.0,0.0,3.54,False,peixoto,Peixoto,Peixoto,Daniel Nascimento Peixoto dos Santos,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
36,2,115586,15,286,5,6,0.0,1.25,0.0,3.01,False,emerson-galego,Emerson Galego,E. Galego,Emerson Mendes de Carvalho,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
37,7,95354,15,286,4,6,0.0,0.54,0.0,2.09,False,giraldo,Giraldo,Giraldo,Daniel Eduardo Giraldo Cárdenas,0,2,4,11,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
38,0,141125,15,282,1,6,0.0,0.0,0.0,1.0,False,robert,Robert,Robert,Robert Pinto Alves Assunção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
39,2,125467,15,284,3,6,0.0,2.35,0.0,2.86,False,viery,Viery,Viery,Viery Fernandes Santos Lopes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
40,0,84094,15,286,1,6,0.0,0.0,0.0,1.0,False,ruan-carneiro,Ruan Carneiro,R. Carneiro,Eudes Ruan de Souza Carneiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
41,3,122990,15,282,4,6,0.0,2.6,0.0,3.24,False,patrick,Patrick,Patrick,Patrick Roberto da Silva Campos,0,0,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
42,4,140365,15,277,5,6,0.0,0.3,0.0,1.44,False,luca-meirelles,Luca Meirelles,L. Meirelles,Luca Oliveira Meirelles,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
43,4,91101,15,265,1,6,0.0,3.68,0.0,5.47,False,ronaldo,Ronaldo,Ronaldo,Ronaldo de Oliveira Strada,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9,4,1,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
44,0,131753,15,264,1,6,0.0,0.0,0.0,1.0,False,felipe-longo,Felipe Longo,F. Longo,Felipe Longo Fernandes da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
45,12,41929,15,266,6,7,2.14,5.27,-0.39,9.48,True,renato-gaucho,Renato Gaúcho,R. Gaúcho,Renato Portaluppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
46,7,94444,15,286,5,6,1.2,1.87,0.09,3.83,True,matheus-babi,Matheus Babi,M. Babi,Matheus Barcelos da Silva,0,1,4,5,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,True
47,2,97468,15,263,2,6,0.0,4.6,0.0,6.8,False,marcal,Marçal,Marçal,Fernando Marçal de Oliveira,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
48,6,102561,15,263,5,6,0.0,0.98,0.0,4.29,False,mastriani,Mastriani,Mastriani,Gonzalo Mathías Mastriani Borges,0,1,2,4,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
49,10,133669,15,284,5,6,2.3,5.16,-0.19,5.5,True,alysson,Alysson,Alysson,Alysson Edward Franco da Rocha dos Santos,1,0,18,5,3,5,21,0,0,0,1,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
50,0,143377,15,266,2,6,0.0,0.0,0.0,1.0,False,leo-jance,Léo Jance,L. Jance,Leonardo de Oliveira Jance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
51,0,133696,15,266,4,6,0.0,0.0,0.0,2.0,False,wallace-davi,Wallace Davi,W. Davi,Wallace Davi Nunes da Silva Dias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
52,4,123004,15,265,5,6,0.0,3.1,0.0,3.01,False,tiago,Tiago,Tiago,Tiago Souza de Jesus Carvalho,1,0,4,5,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,True
53,0,128583,15,266,4,6,0.0,0.0,0.0,1.0,False,thiago-henrique,Thiago Henrique,T. Henrique,Thiago Henrique Gonçalves Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
54,7,82455,15,277,4,7,-0.4,4.03,-1.22,7.21,True,ze-rafael,Zé Rafael,Z. Rafael,José Rafael Vivian,0,1,16,8,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,True
